station_id,date,avg_temp
ST005,2026-05-26,22.89
ST024,2025-01-29,6.64
ST074,2024-11-09,8.29
ST073,2024-08-21,12.76
ST092,2027-08-24,23.59
ST014,2026-03-01,20.494999999999997
ST059,2024-06-30,14.73
ST084,2024-05-21,17.11
ST045,2028-02-17,24.35
ST089,2029-08-02,16.81
ST095,2024-11-12,4.66
ST096,2029-03-27,16.12
ST039,2024-06-29,0.24
ST014,2027-09-26,18.24
ST067,2027-09-28,13.3
ST063,2027-12-26,29.72
ST007,2025-03-29,20.29
ST025,2025-07-27,1.68
ST093,2029-01-03,24.52
ST042,2025-05-22,8.53
ST057,2027-04-13,20.06
ST072,2024-03-16,16.65
ST053,2025-08-20,-16.53
ST044,2029-07-10,7.575
ST047,2026-01-06,25.98
ST054,2026-06-02,26.13
ST096,2026-01-02,22.73
ST011,2029-08-19,11.01
ST012,2026-07-29,14.04
ST081,2024-05-04,16.74
ST043,2029-05-03,13.63
ST008,2026-02-24,9.75
ST035,2026-07-15,31.79
ST097,2026-08-20,27.22
ST053,2024-06-13,20.97
ST063,2027-04-20,8.83
ST031,2027-08-18,18.52
ST087,2027-06-10,20.0
ST048,2028-07-21,24.395
ST037,2024-07-16,26.83
ST092,2029-04-25,22.32
ST011,2029-01-19,18.5
ST080,2027-12-15,24.73
ST035,2027-08-17,26.79
ST030,2027-11-24,1.72
ST096,2029-09-11,22.744999999999997
ST066,2026-04-07,3.46
ST074,2025-11-27,9.48
ST054,2026-08-05,14.42
ST100,2024-02-11,18.29
ST028,2024-07-06,11.85
ST091,2027-01-10,17.59
ST013,2027-09-01,13.975000000000001
ST038,2025-01-10,28.09
ST097,2029-06-30,16.18
ST070,2024-05-17,2.945
ST080,2025-05-19,12.11
ST078,2028-11-28,5.16
ST028,2025-10-29,-3.25
ST071,2024-04-18,16.96
ST032,2024-02-11,11.65
ST087,2024-12-04,18.5
ST051,2029-05-03,21.63
ST035,2026-05-10,15.22
ST069,2027-12-27,-0.5449999999999999
ST092,2025-01-03,10.24
ST100,2028-07-21,3.69
ST067,2025-03-31,14.245000000000001
ST092,2029-08-27,13.395
ST055,2029-04-18,21.5
ST065,2028-08-18,14.89
ST038,2027-04-11,18.7
ST009,2028-07-13,28.919999999999998
ST064,2024-12-27,15.37
ST089,2028-12-16,16.53
ST060,2027-12-27,31.96
ST096,2028-07-05,20.063333333333333
ST011,2027-02-28,22.94
ST054,2027-05-28,25.29
ST096,2027-05-26,11.94
ST075,2026-08-06,15.43
ST061,2028-08-11,11.5
ST022,2024-12-24,28.08
ST093,2027-12-25,4.79
ST053,2029-05-07,6.17
ST001,2029-04-20,3.1
ST098,2024-03-13,16.96
ST096,2024-09-28,17.81
ST054,2025-01-26,18.21
ST071,2029-07-14,9.36
ST039,2026-07-09,5.17
ST043,2029-07-31,35.15
ST004,2028-02-24,27.5
ST040,2024-08-14,17.23
ST055,2027-04-19,11.25
ST015,2024-02-07,-7.16
ST045,2024-12-29,34.06
ST024,2027-08-12,11.159999999999998
ST029,2027-10-13,36.69
ST090,2027-09-07,24.959999999999997
ST071,2024-11-19,7.75
ST020,2025-07-02,8.89
ST013,2024-10-03,11.763333333333334
ST038,2025-11-10,27.4
ST007,2025-10-29,-10.5
ST096,2029-08-15,8.44
ST083,2028-03-13,7.83
ST094,2027-03-03,15.48
ST035,2028-07-28,19.064999999999998
ST008,2024-01-11,19.28
ST029,2025-10-27,19.045
ST092,2027-04-17,18.28
ST038,2024-12-27,20.17
ST095,2028-03-11,27.33
ST050,2024-01-23,10.84
ST012,2025-09-15,22.4
ST079,2024-06-25,15.565000000000001
ST043,2024-06-01,-0.55
ST020,2025-04-15,18.9
ST048,2028-10-21,13.030000000000001
ST062,2024-04-09,21.34
ST060,2028-04-03,15.34
ST051,2026-06-29,7.7
ST043,2025-05-14,-5.47
ST010,2026-05-15,22.69
ST046,2025-09-18,7.99
ST091,2028-10-25,-6.88
ST012,2029-01-21,16.76
ST076,2029-09-12,1.9
ST090,2026-10-04,20.7
ST028,2025-11-25,25.61
ST042,2028-01-23,12.51
ST006,2029-08-09,21.84
ST048,2027-12-24,8.34
ST065,2024-03-03,25.59
ST040,2025-11-02,20.94
ST018,2029-05-12,2.0
ST098,2027-08-15,3.96
ST058,2025-05-13,16.38
ST070,2026-06-06,11.35
ST056,2024-06-01,21.77
ST067,2027-12-16,-1.24
ST084,2028-12-15,17.73
ST076,2025-03-29,5.32
ST083,2029-02-21,-7.82
ST043,2024-09-01,22.18
ST026,2024-08-31,7.21
ST070,2029-06-25,4.595000000000001
ST001,2024-03-27,11.09
ST048,2029-06-01,22.82
ST010,2029-04-26,17.01
ST048,2024-05-12,19.27
ST078,2027-06-30,29.5
ST061,2025-12-05,15.52
ST068,2027-07-04,14.25
ST071,2026-08-26,10.67
ST073,2024-12-26,22.625
ST025,2028-03-13,19.32
ST055,2026-08-05,25.66
ST006,2028-09-20,18.38
ST039,2028-09-15,16.91
ST049,2028-07-30,19.25
ST076,2026-11-26,25.48
ST034,2024-10-25,29.08
ST089,2028-01-06,29.46
ST036,2025-01-02,17.02
ST072,2024-01-15,21.62
ST034,2027-09-15,16.94
ST039,2028-07-19,13.27
ST079,2024-07-16,9.64
ST084,2026-03-05,15.11
ST026,2025-09-22,25.77
ST050,2027-05-05,19.31
ST051,2024-11-24,19.35
ST082,2029-08-31,0.56
ST002,2027-04-30,13.3
ST088,2025-01-21,9.3
ST054,2028-04-19,-6.99
ST049,2025-07-04,8.265
ST075,2026-12-30,16.43
ST058,2026-11-28,7.91
ST098,2028-03-04,13.705000000000002
ST063,2024-07-04,14.285
ST026,2027-04-27,24.83
ST099,2028-06-11,20.05
ST016,2025-03-02,17.13
ST053,2024-11-27,16.73
ST065,2024-02-25,18.75
ST023,2028-01-14,9.14
ST019,2027-06-01,26.67
ST086,2026-09-17,13.78
ST062,2029-07-04,26.16
ST062,2026-03-20,17.310000000000002
ST067,2024-03-10,25.2
ST042,2027-10-22,35.58
ST005,2026-02-09,5.1000000000000005
ST044,2028-03-04,13.94
ST059,2027-09-08,15.68
ST024,2027-04-03,10.12
ST009,2028-11-28,13.545000000000002
ST100,2028-10-19,12.09
ST073,2029-03-17,11.34
ST021,2029-03-30,12.58
ST036,2028-02-02,-2.3
ST039,2024-11-22,9.78
ST100,2026-06-01,37.35
ST027,2029-02-09,9.74
ST088,2027-09-05,20.63
ST012,2024-05-25,8.305
ST027,2026-06-10,25.29
ST094,2024-08-11,22.45
ST010,2025-02-16,0.9
ST019,2029-05-11,32.12
ST041,2025-07-26,25.14
ST035,2024-04-17,17.07
ST097,2028-11-07,11.32
ST040,2028-03-28,17.68
ST045,2027-09-13,26.85
ST039,2024-05-02,12.81
ST098,2029-01-24,1.24
ST005,2029-05-15,2.93
ST039,2028-06-02,10.875
ST065,2027-07-09,21.87
ST025,2026-01-16,6.32
ST092,2029-03-26,0.06
ST002,2025-11-21,9.665
ST052,2024-05-05,6.68
ST093,2027-01-02,19.32
ST052,2026-10-15,7.08
ST085,2024-06-19,17.17
ST063,2028-12-20,19.424999999999997
ST083,2026-03-13,15.24
ST068,2028-03-16,6.77
ST034,2028-10-10,17.1
ST091,2024-05-20,14.63
ST078,2026-05-02,16.61
ST094,2029-01-04,7.595000000000001
ST029,2026-03-01,14.3
ST058,2029-07-17,25.19
ST094,2028-03-08,17.27
ST031,2028-05-17,1.0999999999999999
ST077,2025-07-28,16.52
ST076,2024-11-15,21.93
ST066,2026-02-15,-11.46
ST027,2027-05-27,9.45
ST035,2027-12-08,8.77
ST071,2024-05-01,21.1
ST061,2024-03-23,9.45
ST048,2027-12-03,9.88
ST015,2025-01-05,26.15
ST046,2026-09-06,29.9
ST078,2028-02-21,8.73
ST033,2027-06-30,28.26
ST018,2025-10-27,15.57
ST017,2028-03-06,19.4
ST043,2028-07-18,21.07
ST001,2024-07-04,16.02
ST075,2025-07-26,10.34
ST062,2025-10-07,38.0
ST025,2029-02-12,1.56
ST094,2028-09-27,26.58
ST042,2025-01-01,1.29
ST044,2027-09-04,1.8599999999999994
ST094,2025-03-20,-7.75
ST017,2027-01-30,1.295
ST017,2028-01-31,9.885
ST012,2025-05-25,21.21
ST038,2027-04-28,14.22
ST097,2026-04-21,19.69
ST080,2026-10-20,33.5
ST078,2025-12-01,2.8
ST093,2027-06-29,12.450000000000001
ST006,2026-12-27,14.765
ST067,2025-10-18,-4.42
ST002,2029-04-21,8.23
ST084,2028-04-17,-6.77
ST051,2024-01-26,15.57
ST043,2028-02-05,20.15
ST067,2029-01-16,5.19
ST018,2025-02-14,16.57
ST091,2024-06-02,3.39
ST003,2024-02-21,13.43
ST025,2029-06-29,30.2
ST042,2029-07-11,39.44
ST058,2026-10-07,10.3
ST055,2024-08-13,9.86
ST036,2029-08-14,13.27
ST072,2027-09-01,8.23
ST064,2027-06-28,18.48
ST092,2026-04-01,9.94
ST057,2026-06-18,22.11
ST091,2024-09-28,22.15
ST048,2026-07-21,25.33
ST076,2027-06-05,9.42
ST033,2025-04-04,29.395
ST097,2026-01-09,9.254999999999999
ST019,2026-03-13,27.06
ST063,2028-06-15,16.883333333333333
ST006,2027-09-26,25.55
ST093,2028-06-08,17.85
ST007,2025-01-21,31.77
ST032,2027-10-20,20.56
ST027,2024-11-02,23.03
ST036,2029-01-25,13.635000000000002
ST057,2027-05-29,23.52
ST058,2024-10-06,11.64
ST041,2028-10-03,-5.6
ST098,2025-11-30,18.33
ST017,2028-10-31,19.169999999999998
ST015,2024-10-27,21.49
ST036,2024-01-22,12.76
ST016,2025-03-26,26.27
ST037,2026-08-05,21.625
ST044,2026-08-31,7.609999999999999
ST038,2027-12-16,19.61
ST082,2025-10-20,17.67
ST093,2028-11-14,14.54
ST030,2027-06-11,5.51
ST044,2024-04-07,14.47
ST013,2025-03-30,17.54
ST064,2027-09-16,22.83
ST008,2024-12-08,2.55
ST015,2026-08-05,25.57
ST089,2028-11-11,19.6
ST090,2028-11-12,10.75
ST081,2026-03-09,16.45
ST058,2027-12-17,20.1
ST065,2028-04-28,-6.53
ST077,2027-08-05,8.8
ST037,2025-03-17,23.205
ST013,2029-02-12,15.756666666666666
ST088,2025-08-05,25.95
ST009,2028-01-07,1.49
ST083,2025-08-08,0.2
ST040,2027-06-26,36.17
ST058,2029-02-25,14.28
ST100,2029-02-07,23.91
ST031,2028-05-08,39.38
ST078,2024-10-31,14.31
ST061,2027-03-19,23.11
ST002,2026-08-16,16.009999999999998
ST049,2029-06-29,7.86
ST050,2024-10-30,7.430000000000001
ST048,2025-08-14,-2.32
ST064,2028-07-16,23.73
ST016,2026-08-23,22.515
ST091,2024-05-28,13.39
ST009,2025-08-24,9.74
ST052,2024-10-20,26.18
ST085,2027-07-03,21.325
ST001,2026-02-28,22.86
ST015,2028-03-03,22.12
ST100,2026-07-26,17.94
ST039,2029-04-17,6.98
ST025,2025-06-05,5.87
ST099,2027-12-23,10.99
ST017,2024-04-27,17.84
ST015,2025-10-01,22.35
ST042,2029-08-08,37.29
ST083,2028-04-09,4.96
ST008,2024-07-12,11.83
ST004,2027-02-14,-2.165
ST082,2026-01-09,13.75
ST030,2027-04-24,15.91
ST080,2024-10-17,26.6
ST016,2027-12-08,0.39
ST086,2027-05-11,23.2
ST021,2025-02-24,24.37
ST072,2024-06-25,10.655000000000001
ST027,2024-11-10,33.89
ST100,2024-12-06,17.04
ST075,2026-06-26,31.96
ST010,2025-09-08,19.55
ST033,2026-03-08,7.13
ST002,2027-08-03,-3.69
ST022,2027-12-22,5.52
ST097,2026-12-06,20.97
ST021,2028-05-12,19.12
ST081,2024-06-07,-1.0
ST002,2027-10-18,-3.17
ST097,2024-12-04,2.19
ST058,2028-08-30,13.92
ST099,2026-05-26,15.595
ST011,2024-05-10,13.1
ST088,2025-11-11,9.69
ST046,2024-01-30,12.243333333333332
ST089,2027-08-12,18.86
ST053,2024-07-05,34.51
ST007,2027-05-19,14.08
ST077,2024-04-03,24.57
ST061,2026-04-19,0.47
ST064,2024-02-27,1.4
ST047,2027-04-25,23.03
ST085,2029-07-16,-2.95
ST055,2028-12-19,12.985
ST012,2024-03-21,11.219999999999999
ST019,2024-01-11,8.08
ST074,2028-01-04,19.35
ST004,2025-03-24,27.41
ST042,2029-02-07,3.83
ST006,2026-10-14,14.25
ST096,2024-03-25,2.28
ST056,2027-04-23,-0.11
ST029,2029-07-09,22.6
ST021,2028-03-09,13.58
ST100,2024-01-22,39.54
ST041,2025-03-13,3.6
ST060,2027-01-16,16.655
ST067,2025-08-30,17.11
ST043,2026-07-16,24.52
ST041,2025-11-12,13.663333333333332
ST041,2026-02-24,34.38
ST018,2024-03-17,6.45
ST030,2027-03-09,12.86
ST072,2026-07-06,2.29
ST092,2026-09-17,9.955
ST054,2025-02-14,17.88
ST080,2025-07-11,14.09
ST035,2027-03-28,4.24
ST086,2028-07-18,-3.6
ST018,2027-01-27,18.189999999999998
ST054,2026-08-09,6.395
ST076,2024-03-26,12.55
ST088,2026-06-20,10.6
ST038,2029-02-06,16.67
ST056,2025-08-14,15.795
ST009,2029-03-31,-0.02
ST050,2028-04-06,18.57
ST005,2026-04-24,16.03
ST041,2029-01-30,12.39
ST042,2027-07-11,27.2
ST009,2027-06-30,8.06
ST047,2027-02-07,4.990000000000001
ST063,2029-08-12,5.04
ST012,2026-10-17,8.65
ST080,2024-02-01,22.69
ST039,2026-06-16,1.73
ST069,2025-08-19,9.26
ST032,2026-05-21,17.30666666666667
ST054,2027-09-26,20.08
ST004,2025-03-31,24.994999999999997
ST003,2028-01-29,6.485000000000001
ST081,2024-03-23,24.1
ST004,2025-09-29,3.52
ST047,2028-11-23,25.11
ST059,2026-12-05,17.62
ST038,2026-02-18,16.85
ST066,2027-04-23,19.45
ST006,2027-10-01,14.38
ST087,2024-07-31,-6.98
ST032,2024-02-05,-2.07
ST089,2025-02-23,21.13
ST095,2026-12-21,14.64
ST062,2027-10-02,-0.6
ST006,2024-09-18,1.86
ST097,2027-09-03,8.81
ST028,2027-10-23,6.48
ST064,2026-01-22,15.3
ST059,2029-01-23,11.76
ST018,2025-08-21,11.21
ST086,2026-06-17,21.21
ST003,2025-01-20,3.54
ST079,2027-09-05,-1.66
ST079,2026-06-27,13.55
ST056,2027-05-16,-3.88
ST055,2025-07-26,-4.28
ST005,2028-10-13,6.62
ST043,2026-07-31,23.8
ST037,2027-05-01,29.99
ST070,2024-01-22,13.51
ST089,2025-09-01,15.465
ST085,2028-01-11,12.45
ST081,2025-02-02,6.21
ST007,2028-07-01,25.17
ST077,2026-10-25,22.05
ST090,2028-10-21,1.2799999999999998
ST096,2028-04-04,29.14
ST035,2028-07-24,22.29
ST091,2027-08-12,33.31
ST029,2028-08-14,10.33
ST007,2029-03-31,1.93
ST051,2029-08-27,23.43
ST084,2027-04-10,10.58
ST021,2029-04-10,29.56
ST097,2029-01-15,8.39
ST089,2026-08-13,9.04
ST076,2024-05-17,0.97
ST074,2026-12-02,-1.85
ST037,2028-02-28,12.24
ST087,2028-08-23,0.94
ST020,2029-04-26,11.65
ST048,2025-02-25,8.98
ST016,2028-04-01,3.5200000000000005
ST076,2029-02-10,19.713333333333335
ST031,2025-07-23,5.07
ST060,2028-11-25,18.2
ST032,2028-10-23,13.76
ST066,2029-04-25,18.53333333333333
ST008,2029-03-25,1.01
ST072,2029-03-10,19.76
ST016,2028-12-22,9.28
ST020,2026-06-25,8.68
ST075,2024-09-29,0.41
ST070,2024-01-17,14.03
ST091,2025-09-27,5.13
ST095,2029-02-10,-4.28
ST014,2029-05-30,-0.33
ST073,2025-04-27,14.67
ST077,2025-01-17,14.344999999999999
ST074,2024-05-05,-13.69
ST008,2029-06-20,18.15
ST060,2025-12-08,27.45
ST058,2025-06-24,22.38
ST091,2028-01-07,12.75
ST058,2027-07-29,25.97
ST066,2027-09-25,-4.51
ST028,2026-11-15,14.34
ST067,2025-08-18,5.27
ST055,2027-10-17,17.18
ST097,2024-10-22,17.9
ST030,2027-02-07,26.23
ST010,2029-03-02,5.19
ST055,2029-09-11,3.2
ST094,2028-07-10,22.8
ST007,2025-08-11,7.08
ST068,2024-04-12,0.7849999999999997
ST071,2025-10-05,6.68
ST041,2026-09-09,16.04
ST062,2024-06-30,33.37
ST060,2025-12-31,18.35
ST017,2024-07-01,-5.36
ST057,2028-01-11,13.56
ST003,2029-06-13,9.896666666666668
ST011,2024-02-23,20.82
ST043,2029-04-21,11.6
ST011,2026-01-18,12.06
ST073,2024-02-24,4.19
ST044,2027-06-28,14.935
ST080,2025-07-05,25.46
ST007,2024-09-23,2.51
ST081,2025-12-30,20.905
ST008,2028-11-07,30.03
ST015,2027-12-01,8.74
ST010,2024-01-30,30.12
ST041,2025-10-23,2.95
ST052,2028-10-13,12.77
ST051,2025-12-07,8.29
ST088,2025-09-11,13.8
ST057,2026-02-04,18.6
ST076,2027-11-27,24.96
ST019,2024-09-23,16.34
ST077,2029-08-02,27.29
ST077,2025-05-23,18.42
ST035,2026-03-27,17.23
ST040,2024-01-16,6.3
ST095,2027-07-03,18.58
ST077,2028-03-30,6.26
ST052,2028-09-01,17.24
ST008,2025-03-23,19.49
ST047,2024-03-06,26.88
ST028,2024-10-30,10.14
ST040,2024-10-22,8.87
ST044,2026-11-10,6.84
ST022,2024-02-06,2.34
ST035,2026-02-22,23.03
ST044,2027-10-19,11.89
ST095,2028-07-17,3.07
ST002,2026-09-22,14.02
ST068,2026-01-01,13.51
ST007,2025-07-22,26.75
ST034,2024-01-10,25.94
ST027,2025-02-10,19.49
ST017,2029-05-28,29.45
ST032,2029-01-09,25.155
ST090,2026-11-19,17.05
ST091,2026-05-01,25.06
ST100,2024-10-05,13.169999999999998
ST075,2024-07-16,23.99
ST091,2026-07-21,19.22
ST035,2025-06-02,29.75
ST097,2025-04-27,20.71
ST090,2027-08-03,12.57
ST077,2026-05-14,13.36
ST046,2026-06-28,13.6
ST029,2025-11-24,16.38
ST073,2024-07-26,13.545
ST028,2028-08-13,8.07
ST091,2024-02-15,8.14
ST087,2025-03-15,28.08
ST072,2026-03-05,13.33
ST018,2025-06-12,18.3775
ST068,2025-07-07,28.13
ST060,2029-08-18,9.09
ST082,2028-03-08,19.445
ST097,2026-12-21,-8.51
ST082,2029-04-08,29.82
ST024,2025-12-25,10.815
ST067,2025-06-15,15.83
ST076,2029-05-10,21.49
ST047,2025-02-01,4.26
ST079,2026-02-22,8.165000000000001
ST025,2028-07-31,13.63
ST049,2028-05-24,23.58
ST076,2024-07-01,13.86
ST020,2025-02-27,6.75
ST094,2028-06-25,23.55
ST018,2027-04-16,15.54
ST095,2026-02-27,18.683333333333334
ST024,2029-05-21,12.83
ST052,2024-09-13,26.33
ST074,2025-07-16,23.5
ST034,2026-07-19,19.83
ST030,2024-11-17,10.88
ST015,2028-12-21,17.61
ST017,2026-01-04,24.27
ST074,2025-06-14,10.49
ST060,2029-04-27,23.25
ST016,2024-10-09,18.01
ST061,2025-02-07,17.560000000000002
ST083,2029-07-25,14.54
ST097,2025-06-11,28.11
ST097,2025-09-20,17.14
ST018,2024-10-28,19.37
ST028,2028-05-18,10.27
ST079,2025-11-14,13.96
ST038,2027-08-30,23.68
ST087,2028-04-17,12.69
ST017,2024-12-21,19.65
ST025,2028-09-19,39.75
ST017,2029-03-23,25.13
ST060,2026-01-05,16.82
ST089,2027-08-05,-15.22
ST008,2027-07-30,18.755
ST080,2029-09-12,4.14
ST047,2025-02-18,-5.08
ST031,2024-11-08,15.77
ST029,2026-10-28,17.2
ST067,2029-04-06,21.8
ST008,2025-11-30,8.22
ST028,2026-06-08,18.43
ST068,2028-03-02,-6.39
ST081,2025-06-09,21.53
ST067,2024-01-15,22.895
ST078,2024-12-05,20.73
ST040,2024-03-28,13.13
ST011,2026-08-31,12.26
ST074,2028-04-21,25.04
ST008,2025-01-19,28.07
ST085,2029-03-26,12.87
ST077,2027-01-03,-1.21
ST008,2028-01-27,10.08
ST073,2029-05-19,7.76
ST083,2028-05-07,2.84
ST040,2028-04-30,6.75
ST044,2026-05-14,7.54
ST054,2029-08-14,37.67
ST004,2029-07-13,13.030000000000001
ST035,2028-09-06,10.84
ST019,2029-01-12,32.66
ST031,2025-07-13,33.66
ST008,2027-08-12,17.21
ST065,2025-12-17,13.4
ST055,2025-08-17,20.72
ST027,2027-10-04,12.975000000000001
ST049,2025-06-15,20.580000000000002
ST056,2026-08-19,38.76
ST076,2024-12-13,28.64
ST038,2024-04-24,5.41
ST081,2027-01-26,12.735000000000001
ST014,2026-03-19,21.7
ST055,2024-07-11,-7.33
ST067,2024-01-16,21.939999999999998
ST019,2029-04-08,6.82
ST087,2027-02-04,26.73
ST091,2027-02-24,30.16
ST031,2024-11-25,24.94
ST003,2024-12-21,21.35
ST007,2028-10-01,10.33
ST011,2027-04-11,-2.72
ST044,2028-12-19,26.595
ST078,2024-07-24,29.23
ST046,2026-12-14,30.51
ST035,2024-09-01,25.89
ST076,2025-05-11,7.6
ST004,2026-01-03,16.88
ST069,2025-02-12,28.005000000000003
ST070,2025-10-20,10.123333333333333
ST047,2029-02-11,5.57
ST064,2025-07-30,27.43
ST001,2029-05-13,3.57
ST019,2028-06-02,3.64
ST086,2028-01-11,20.4
ST074,2026-08-16,18.53
ST057,2026-01-15,2.94
ST013,2029-02-14,-0.16
ST007,2027-10-15,2.78
ST059,2025-06-27,6.67
ST021,2029-08-12,35.325
ST089,2025-04-17,22.35
ST057,2024-07-30,33.86
ST061,2027-09-14,18.19
ST079,2025-08-17,12.42
ST060,2027-07-24,17.62
ST040,2024-07-02,22.65
ST033,2027-03-04,19.555
ST078,2026-02-07,21.39
ST051,2029-06-25,23.47
ST037,2026-01-19,14.315000000000001
ST028,2026-04-16,19.575
ST017,2027-07-30,20.76
ST009,2025-12-28,25.92
ST068,2025-12-12,34.67
